"lang","trialid","ianum","ia","total_rt","gaze_rt","firstfix_rt","model_ia","freq","surp","ent","model","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_ent","prev2_ent"
"he",10,139,"אחרון.",428.379310344828,195.827586206897,167.827586206897,"אחרון.",4.57e-05,15.7862928209482,15.9616014957428,"mgpt_lc",6,13.4026170428407,14.9825922801073,4.07e-06,0.000316,5,5,10.8530139923096,6.57830333709717
"he",10,140,"בנוסף,",385.793103448276,230.896551724138,196,"בנוסף,",0.000162,6.69987053673524,7.07426226139069,"mgpt_lc",6,15.7862928209482,13.4026170428407,4.57e-05,4.07e-06,6,5,15.9616014957428,10.8530139923096
"he",10,141,"כאשר",330.241379310345,170.310344827586,161.379310344828,"כאשר",0.000724,4.69362785579166,6.9475793838501,"mgpt_lc",4,6.69987053673524,15.7862928209482,0.000162,4.57e-05,6,6,7.07426226139069,15.9616014957428
"he",10,142,"הוא",275.413793103448,143.206896551724,141.379310344828,"הוא",0.00759,8.35204703449646,5.2727370262146,"mgpt_lc",3,4.69362785579166,6.69987053673524,0.000724,0.000162,4,6,6.9475793838501,7.07426226139069
"he",10,143,"מונף",280.827586206897,187.48275862069,167,"מונף",4.79e-07,1.03375777534767,4.34791957587004,"mgpt_lc",4,8.35204703449646,4.69362785579166,0.00759,0.000724,3,4,5.2727370262146,6.9475793838501
"he",10,144,"בין",163.758620689655,118.103448275862,111.103448275862,"בין",0.00229,9.64423705262773,5.62036037445068,"mgpt_lc",3,1.03375777534767,8.35204703449646,4.79e-07,0.00759,4,3,4.34791957587004,5.2727370262146
"he",10,145,"דגלים",288.103448275862,219.724137931034,180.827586206897,"דגלים",5.13e-06,3.22284577046205,7.73613798618317,"mgpt_lc",5,9.64423705262773,1.03375777534767,0.00229,4.79e-07,3,4,5.62036037445068,4.34791957587004
"he",10,146,"של",161.068965517241,130.48275862069,110.034482758621,"של",0.0186,4.64984341320292,4.49890947341919,"mgpt_lc",2,3.22284577046205,9.64423705262773,5.13e-06,0.00229,5,3,7.73613798618317,5.62036037445068
"he",10,147,"מדינות",247.620689655172,207.48275862069,162.51724137931,"מדינות",0.000115,0.428204081700225,2.40863943099976,"mgpt_lc",6,4.64984341320292,3.22284577046205,0.0186,5.13e-06,2,5,4.49890947341919,7.73613798618317
"he",10,148,"אחרות,",307.586206896552,142.689655172414,135.413793103448,"אחרות,",0.000186,4.04107991895809,5.6379234790802,"mgpt_lc",6,0.428204081700225,4.64984341320292,0.000115,0.0186,6,2,2.40863943099976,4.49890947341919
"he",10,149,"הוא",104.103448275862,90.2413793103448,85.6551724137931,"הוא",0.00759,1.37948370424411,5.28943109512329,"mgpt_lc",3,4.04107991895809,0.428204081700225,0.000186,0.000115,6,6,5.6379234790802,2.40863943099976
"he",10,150,"לרוב",203.275862068965,162.862068965517,155.896551724138,"לרוב",9.77e-05,6.84952041068585,4.60692882537842,"mgpt_lc",4,1.37948370424411,4.04107991895809,0.00759,0.000186,3,6,5.28943109512329,5.6379234790802
"he",10,151,"יהיה",247.034482758621,202.206896551724,152.034482758621,"יהיה",0.000977,4.8165296839931,4.99282503128052,"mgpt_lc",4,6.84952041068585,1.37948370424411,9.77e-05,0.00759,4,3,4.60692882537842,5.28943109512329
"he",10,152,"במרכז.",247.172413793103,213.310344827586,181.275862068965,"במרכז.",0.000117,15.1862590028662,12.2873430252075,"mgpt_lc",6,4.8165296839931,6.84952041068585,0.000977,9.77e-05,4,4,4.99282503128052,4.60692882537842
"he",10,153,"מנהגים",497.241379310345,286.827586206897,195.241379310345,"מנהגים",7.41e-06,16.4104208108428,10.6012365818024,"mgpt_lc",6,15.1862590028662,4.8165296839931,0.000117,0.000977,6,4,12.2873430252075,4.99282503128052
"he",10,154,"וסמלים",428.655172413793,262.965517241379,209.758620689655,"וסמלים",1.41e-06,9.24803001936663,10.5055545866489,"mgpt_lc",6,16.4104208108428,15.1862590028662,7.41e-06,0.000117,6,6,10.6012365818024,12.2873430252075
"he",10,155,"אחרים",283.896551724138,171.51724137931,145.413793103448,"אחרים",0.000457,2.81041007280542,5.23840475082397,"mgpt_lc",5,9.24803001936663,16.4104208108428,1.41e-06,7.41e-06,6,6,10.5055545866489,10.6012365818024
"he",10,156,"כוללים",357.827586206897,232.586206896552,203.620689655172,"כוללים",2.69e-05,4.82435334656727,6.99812961928546,"mgpt_lc",6,2.81041007280542,9.24803001936663,0.000457,1.41e-06,5,6,5.23840475082397,10.5055545866489
"he",10,157,"שימושים",310.413793103448,177.379310344828,161.862068965517,"שימושים",5.5e-06,9.88604180552966,11.7727146148682,"mgpt_lc",7,4.82435334656727,2.81041007280542,2.69e-05,0.000457,6,5,6.99812961928546,5.23840475082397
"he",10,158,"שונים",273.103448275862,172.344827586207,149.48275862069,"שונים",0.000355,1.58679226610878,5.33778190612793,"mgpt_lc",5,9.88604180552966,4.82435334656727,5.5e-06,2.69e-05,7,6,11.7727146148682,6.99812961928546
"he",10,159,"בגדלי",365.137931034483,171.241379310345,161.51724137931,"בגדלי",2.04e-08,18.2349527218931,11.5352926254272,"mgpt_lc",5,1.58679226610878,9.88604180552966,0.000355,5.5e-06,5,7,5.33778190612793,11.7727146148682
"he",10,160,"הלאום.",344.689655172414,214.103448275862,185.448275862069,"הלאום.",1.26e-05,4.7351263011961,9.16452643275261,"mgpt_lc",6,18.2349527218931,1.58679226610878,2.04e-08,0.000355,5,5,11.5352926254272,5.33778190612793
"he",10,161,"למשל,",349.310344827586,233.793103448276,188.620689655172,"למשל,",0.000245,2.38803860191676,5.70282563567162,"mgpt_lc",5,4.7351263011961,18.2349527218931,1.26e-05,2.04e-08,6,5,9.16452643275261,11.5352926254272
"he",10,162,"תליית",279.620689655172,190.344827586207,169.862068965517,"תליית",1.1e-06,19.5757609794113,11.7145643234253,"mgpt_lc",5,2.38803860191676,4.7351263011961,0.000245,1.26e-05,5,6,5.70282563567162,9.16452643275261
"he",10,163,"דגל",202.275862068965,172.51724137931,142.275862068966,"דגל",4.17e-05,1.90869571458975,6.07651835680008,"mgpt_lc",3,19.5757609794113,2.38803860191676,1.1e-06,0.000245,5,5,11.7145643234253,5.70282563567162
