"lang","trialid","ianum","ia","total_rt","gaze_rt","firstfix_rt","model_ia","freq","surp","ent","model","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_ent","prev2_ent"
"ge",1,1,"In",175,149.086956521739,149.086956521739,"In",0.0174,0,0,"mgpt_lc",2,NA,NA,NA,NA,NA,NA,NA,NA
"ge",1,2,"der",390.588235294118,244.882352941176,186.088235294118,"der",0.0288,4.90726963066455,10.0423259735107,"mgpt_lc",3,0,NA,0.0174,NA,2,NA,0,NA
"ge",1,3,"alten",573.193548387097,275.290322580645,178.032258064516,"alten",0.000204,9.99360782814168,9.87195682525635,"mgpt_lc",5,4.90726963066455,0,0.0288,0.0174,3,2,10.0423259735107,0
"ge",1,4,"römischen",644.514285714286,247.685714285714,179.057142857143,"römischen",2.09e-05,11.0473827994618,8.87993240356445,"mgpt_lc",9,9.99360782814168,4.90726963066455,0.000204,0.0288,5,3,9.87195682525635,10.0423259735107
"ge",1,5,"Religion",732.029411764706,363.205882352941,252.794117647059,"Religion",5.13e-05,7.8267616049872,6.48159122467041,"mgpt_lc",8,11.0473827994618,9.99360782814168,2.09e-05,0.000204,9,5,8.87993240356445,9.87195682525635
"ge",1,6,"und",222.684210526316,194.684210526316,181.842105263158,"und",0.0263,6.0598357233805,6.1757869720459,"mgpt_lc",3,7.8267616049872,11.0473827994618,5.13e-05,2.09e-05,8,9,6.48159122467041,8.87993240356445
"ge",1,7,"Mythologie",697.676470588235,337.852941176471,246.911764705882,"Mythologie",3.8e-06,6.6311264369024,5.86905194818974,"mgpt_lc",10,6.0598357233805,7.8267616049872,0.0263,5.13e-05,3,8,6.1757869720459,6.48159122467041
"ge",1,8,"ist",422.407407407407,262.37037037037,247.074074074074,"ist",0.012,3.81812528051335,6.86483478546143,"mgpt_lc",3,6.6311264369024,6.0598357233805,3.8e-06,0.0263,10,3,5.86905194818974,6.1757869720459
"ge",1,9,"Janus",588.485714285714,335.542857142857,216,"Janus",1.23e-06,12.6992946141579,10.5490458011627,"mgpt_lc",5,3.81812528051335,6.6311264369024,0.012,3.8e-06,3,10,6.86483478546143,5.86905194818974
"ge",1,10,"der",338.928571428571,251.714285714286,228.107142857143,"der",0.0288,1.59874390372123,5.38587141036987,"mgpt_lc",3,12.6992946141579,3.81812528051335,1.23e-06,0.012,5,3,10.5490458011627,6.86483478546143
"ge",1,11,"Gott",403.266666666667,264,224.633333333333,"Gott",0.000182,3.03569051154958,7.79599761962891,"mgpt_lc",4,1.59874390372123,12.6992946141579,0.0288,1.23e-06,3,5,5.38587141036987,10.5490458011627
"ge",1,12,"des",466.107142857143,232.321428571429,202.392857142857,"des",0.0055,1.19711943045845,2.11362528800964,"mgpt_lc",3,3.03569051154958,1.59874390372123,0.000182,0.0288,4,3,7.79599761962891,5.38587141036987
"ge",1,13,"Anfangs",709.571428571429,343.371428571429,235.228571428571,"Anfangs",3.16e-05,9.40181434392234,8.18131732940674,"mgpt_lc",7,1.19711943045845,3.03569051154958,0.0055,0.000182,3,4,2.11362528800964,7.79599761962891
